pl_name,disc_year,discoverymethod
"KMT-2021-BLG-1077L c",2022,"Microlensing"
"iot Dra b",2002,"Radial Velocity"
"WASP-96 b",2014,"Transit"
"GJ 1132 b",2015,"Transit"
"HIP 41378 b",2016,"Transit"
"HIP 41378 c",2016,"Transit"
"HIP 41378 d",2016,"Transit"
"HIP 41378 e",2016,"Transit"
"HIP 41378 f",2016,"Transit"
"LHS 1140 b",2017,"Transit"
"GJ 1132 c",2018,"Radial Velocity"
"LHS 1140 c",2018,"Transit"
"DE CVn b",2018,"Eclipse Timing Variations"
"TOI-270 b",2019,"Transit"
"TOI-270 c",2019,"Transit"
"TOI-270 d",2019,"Transit"
"GJ 357 b",2019,"Transit"
"GJ 357 c",2019,"Radial Velocity"
"GJ 357 d",2019,"Radial Velocity"
"GJ 1252 b",2020,"Transit"
"CFHTWIR-Oph 98 b",2020,"Imaging"
"iot Dra c",2021,"Radial Velocity"
"HD 260655 b",2022,"Transit"
"HD 260655 c",2022,"Transit"
"TOI-406.01",2024,"Transit"
"TOI-406 c",2024,"Transit"
"Kepler-62 e",2013,"Transit"
"HD 206893 b",2021,"Imaging"
"HD 206893 c",2022,"Imaging"
"Kepler-51 e",2024,"Transit Timing Variations"
"HIP 41378 g",2025,"Radial Velocity"
"KMT-2024-BLG-1281L b",2025,"Microlensing"
"TIC 183374187 b",2026,"Transit"
"Kepler-51 d",2014,"Transit"
"Kepler-51 c",2012,"Transit"
"Kepler-51 b",2012,"Transit"
"Kepler-62 c",2013,"Transit"
"Kepler-62 f",2013,"Transit"
"Kepler-62 d",2013,"Transit"
"Kepler-62 b",2013,"Transit"
"HD 11964 b",2005,"Radial Velocity"
"HD 132406 b",2007,"Radial Velocity"
"DMPP-3 A b",2019,"Radial Velocity"
"DMPP-2 b",2019,"Radial Velocity"
"TIC 257060897 b",2021,"Transit"
"Kepler-52 d",2014,"Transit"
"Kepler-756 b",2016,"Transit"
"Kepler-1286 b",2016,"Transit"
"OGLE-2019-BLG-1492L b",2022,"Microlensing"
"Kepler-132 c",2014,"Transit"
"OGLE-2016-BLG-0263L b",2017,"Microlensing"
"OGLE-2017-BLG-0364L b",2024,"Microlensing"
"UKIRT-2017-BLG-001L b",2018,"Microlensing"
"OGLE-2018-BLG-1126L b",2022,"Microlensing"
"KMT-2019-BLG-0298L b",2023,"Microlensing"
"Kepler-1430 b",2016,"Transit"
"Kepler-924 b",2016,"Transit"
"K2-73 b",2016,"Transit"
"pi Men c",2018,"Transit"
"HIP 38594 b",2020,"Radial Velocity"
"Kepler-1903 b",2021,"Transit"
"TOI-4940 b",2025,"Transit"
"HD 63433 c",2020,"Transit"
"TOI-1685 b",2021,"Transit"
"Kepler-1453 b",2016,"Transit"
"G 264-012 c",2021,"Radial Velocity"
"HD 128311 b",2002,"Radial Velocity"
"MOA-2016-BLG-526L b",2024,"Microlensing"
"OGLE-2018-BLG-1269L b",2020,"Microlensing"
"KMT-2018-BLG-0087L b",2022,"Microlensing"
"Kepler-535 b",2016,"Transit"
"OGLE-2007-BLG-368L b",2009,"Microlensing"
"OGLE-2018-BLG-0799L b",2022,"Microlensing"
"MOA-2010-BLG-328L b",2013,"Microlensing"
"MOA-2012-BLG-006L b",2017,"Microlensing"
"OGLE-2018-BLG-1011L b",2019,"Microlensing"
"KMT-2018-BLG-0748L b",2020,"Microlensing"
"Kepler-1763 b",2021,"Transit"
"BD+20 594 b",2016,"Transit"
"HD 147873 b",2016,"Radial Velocity"
"HD 72659 c",2022,"Radial Velocity"
"Kepler-1061 b",2016,"Transit"
"Kepler-1539 b",2016,"Transit"
"HD 152843 b",2021,"Transit"
"TOI-912 b",2025,"Transit"
"HD 128717 b",2025,"Astrometry"
"TOI-5728 b",2025,"Transit"
"GJ 3942 b",2017,"Radial Velocity"
"HD 152843 c",2021,"Transit"
"HD 28109 b",2022,"Transit"
"Kepler-235 d",2014,"Transit"
"OGLE-2017-BLG-1806L b",2023,"Microlensing"
"Kepler-1530 d",2021,"Transit"
"Kepler-661 b",2016,"Transit"
"MOA-2011-BLG-028L b",2016,"Microlensing"
"MOA-2013-BLG-605L b",2016,"Microlensing"
"OGLE-2012-BLG-0406L b",2013,"Microlensing"
"HD 63433 b",2020,"Transit"
"Kepler-1076 b",2016,"Transit"
"OGLE-2018-BLG-0383L b",2022,"Microlensing"
"Kepler-1258 b",2016,"Transit"
"Kepler-87 c",2013,"Transit"
"TOI-1422 c",2025,"Radial Velocity"
"TOI-6041 c",2025,"Radial Velocity"
"HD 147018 c",2009,"Radial Velocity"
"Kepler-1896 b",2021,"Transit"
"TOI-7510 c",2025,"Transit"
"Kepler-1681 b",2020,"Transit"
"GJ 2126 b",2025,"Radial Velocity"
"HD 1605 b",2015,"Radial Velocity"
"TOI-7510 d",2025,"Transit"
"HD 72659 b",2002,"Radial Velocity"
"Kepler-1171 b",2016,"Transit"
"Kepler-336 d",2014,"Transit"
"CoRoT-16 b",2011,"Transit"
"KMT-2018-BLG-0030L b",2022,"Microlensing"
"KMT-2022-BLG-1013L b",2023,"Microlensing"
"alf Tau b",2015,"Radial Velocity"
"Kepler-1031 b",2016,"Transit"
"mu Leo b",2014,"Radial Velocity"
"HD 60292 b",2020,"Radial Velocity"
"GJ 887 d",2026,"Radial Velocity"
"GJ 887 e",2026,"Radial Velocity"
"HD 39194 c",2021,"Radial Velocity"
"TOI-5789 d",2026,"Radial Velocity"
"TOI-5789 b",2026,"Radial Velocity"
"Kepler-1533 b",2016,"Transit"
"TOI-2373 b",2023,"Transit"
"Kepler-61 b",2013,"Transit"
"Kepler-120 c",2014,"Transit"
"Kepler-1403 b",2016,"Transit"
"TOI-1994 b",2024,"Transit"
"TOI-2524 b",2023,"Transit"
"KMT-2022-BLG-1790L b",2025,"Microlensing"
"HD 108874 c",2005,"Radial Velocity"
"HD 41004 A b",2004,"Radial Velocity"
"Kepler-118 c",2014,"Transit"
"Kepler-822 b",2016,"Transit"
"KMT-2025-BLG-1616L b",2026,"Microlensing"
"Kepler-608 b",2016,"Transit"
"HD 181720 b",2009,"Radial Velocity"
"Kepler-388 c",2014,"Transit"
"Kepler-900 b",2016,"Transit"
"Kepler-666 b",2016,"Transit"
"HIP 91258 b",2013,"Radial Velocity"
"K2-22 b",2015,"Transit"
"Kepler-1606 b",2016,"Transit"
"HD 4917 b",2018,"Radial Velocity"
"MOA-2012-BLG-505L b",2017,"Microlensing"
"KMT-2019-BLG-1715L b",2021,"Microlensing"
"KMT-2021-BLG-2609L b",2024,"Microlensing"
"Kepler-1946 b",2021,"Transit"
"HD 142022 A b",2005,"Radial Velocity"
"2MASS J03590986+2009361 b",2024,"Imaging"
"GJ 896 A b",2022,"Astrometry"
"Kepler-1461 b",2016,"Transit"
"HD 168009 b",2021,"Radial Velocity"
"Kepler-361 c",2014,"Transit"
"TOI-4529 b",2026,"Transit"
"TOI-1243 b",2026,"Transit"
"TOI-5388.01",2024,"Transit"
"HD 98736 b",2018,"Radial Velocity"
"HD 34445 b",2009,"Radial Velocity"
"NGTS-35 b",2025,"Transit"
"KMT-2021-BLG-0322L b",2021,"Microlensing"
"OGLE-2014-BLG-0221L b",2024,"Microlensing"
"KMT-2016-BLG-2142L b",2018,"Microlensing"
"KMT-2024-BLG-1044L b",2024,"Microlensing"
"Kepler-340 b",2014,"Transit"
"GJ 3090 b",2022,"Transit"
"TOI-7166 b",2025,"Transit"
"TOI-6716 b",2026,"Transit"
"BD+48 738 b",2011,"Radial Velocity"
"Kepler-1307 b",2016,"Transit"
"TOI-5788 b",2026,"Transit"
"TOI-5788 c",2026,"Transit"
"TOI-4495 c",2024,"Transit"
"Kepler-326 c",2014,"Transit"
"WASP-5 b",2008,"Transit"
"HD 48265 b",2008,"Radial Velocity"
"WASP-100 b",2014,"Transit"
"GJ 887 b",2020,"Radial Velocity"
"GJ 887 c",2020,"Radial Velocity"
"OGLE-2014-BLG-0319L b",2022,"Microlensing"
"KMT-2019-BLG-0371L b",2021,"Microlensing"
"Kepler-132 b",2014,"Transit"
"OGLE-2017-BLG-1237L b",2024,"Microlensing"
"MOA-bin-29 b",2019,"Microlensing"
"2MASS J21252752-8138278 b",2024,"Imaging"
"Kepler-707 b",2016,"Transit"
"Kepler-262 b",2014,"Transit"
"Kepler-265 c",2014,"Transit"
"HD 18143 b",2022,"Radial Velocity"
"Kepler-1572 b",2016,"Transit"
"Kepler-352 c",2014,"Transit"
"Kepler-278 c",2014,"Transit"
"WASP-157 b",2016,"Transit"
"KMT-2023-BLG-0469L b",2024,"Microlensing"
"WISPIT 2 c",2026,"Imaging"
"KMT-2016-BLG-2364L b",2020,"Microlensing"
"KMT-2018-BLG-1988L b",2022,"Microlensing"
"Kepler-400 c",2014,"Transit"
"TOI-3288 b",2025,"Transit"
"K2-222 b",2018,"Transit"
"Kepler-1683 b",2020,"Transit"
"Kepler-1634 b",2016,"Transit"
"Kepler-122 b",2014,"Transit"
"HD 202772 A b",2019,"Transit"
"HD 89839 b",2023,"Radial Velocity"
"HD 181433 d",2008,"Radial Velocity"
"TOI-2094 b",2026,"Transit"
"TOI-5916 b",2026,"Transit"
"TOI-5292 A b",2026,"Transit"
"Kepler-271 d",2016,"Transit"
"OGLE-2017-BLG-1275L b",2024,"Microlensing"
"GJ 273 c",2017,"Radial Velocity"
"KMT-2021-BLG-0748L b",2022,"Microlensing"
"Kepler-446 c",2015,"Transit"
"KMT-2023-BLG-1642L b",2024,"Microlensing"
"MOA-2010-BLG-117L b",2018,"Microlensing"
"HD 22532 b",2022,"Radial Velocity"
"Kepler-235 c",2014,"Transit"
"HD 2039 b",2002,"Radial Velocity"
"TIC 87422071 b",2026,"Transit"
"Kepler-697 b",2016,"Transit"
"Kepler-99 b",2014,"Transit"
"Kepler-1835 b",2021,"Transit"
"Kepler-1555 b",2016,"Transit"
"Kepler-783 c",2020,"Transit"
"HD 38529 c",2000,"Radial Velocity"
"EPIC 220674823 b",2016,"Transit"
"KMT-2018-BLG-1990L b",2019,"Microlensing"
"K2-247 c",2018,"Transit"
"TOI-904 b",2023,"Transit"
"TOI-904 c",2023,"Transit"
"TIC 245076932 b",2026,"Transit"
"OGLE-2014-BLG-1722L b",2018,"Microlensing"
"KMT-2016-BLG-1820L b",2018,"Microlensing"
"PSR B1620-26 b",2003,"Pulsar Timing"
"OGLE-2007-BLG-349L AB c",2016,"Microlensing"
"Kepler-1851 b",2021,"Transit"
"Kepler-1104 b",2016,"Transit"
"HD 217107 b",1998,"Radial Velocity"
"Kepler-1901 b",2021,"Transit"
"Kepler-860 b",2016,"Transit"
"Kepler-1604 b",2016,"Transit"
"Kepler-804 b",2016,"Transit"
"HD 39194 d",2021,"Radial Velocity"
"WASP-107 b",2017,"Transit"
"TOI-1080 b",2026,"Transit"
"WASP-107 c",2020,"Radial Velocity"
"TOI-2076 b",2021,"Transit"
"HIP 99770 b",2023,"Imaging"
"TOI-2076 c",2021,"Transit"
"K2-79 b",2016,"Transit"
"TOI-4342 b",2023,"Transit"
"TOI-4336 A b",2024,"Transit"
"TOI-4342 c",2023,"Transit"
"TOI-1135 b",2024,"Transit"
"K2-19 d",2016,"Transit"
"KMT-2021-BLG-1554L b",2022,"Microlensing"
"Kepler-203 d",2014,"Transit"
"KMT-2021-BLG-1303L b",2022,"Microlensing"
"TOI-4336 A c",2026,"Transit"
"Kepler-1221 b",2016,"Transit"
"TOI-2076 d",2021,"Transit"
"TOI-672 b",2023,"Transit"
"K2-111 b",2017,"Transit"
"HD 181433 b",2008,"Radial Velocity"
"Kepler-920 c",2016,"Transit"
"Kepler-750 b",2016,"Transit"
"Kepler-955 b",2016,"Transit"
"TOI-2529 b",2024,"Transit"
"Kepler-1943 b",2021,"Transit"
"TYC 8998-760-1 b",2020,"Imaging"
"KMT-2021-BLG-1770L b",2023,"Microlensing"
"OGLE-2011-BLG-0265L b",2015,"Microlensing"
"OGLE-2018-BLG-0740L b",2019,"Microlensing"
"KMT-2017-BLG-2509L b",2021,"Microlensing"
"Kepler-651 b",2016,"Transit"
"OGLE-2018-BLG-0932L b",2022,"Microlensing"
"OGLE-2014-BLG-0124L b",2015,"Microlensing"
"HD 331093 b",2021,"Radial Velocity"
"Kepler-1879 b",2021,"Transit"
"TOI-815 b",2024,"Transit"
"OGLE-TR-182 b",2007,"Transit"
"Kepler-364 c",2014,"Transit"
"Kepler-828 b",2016,"Transit"
"Kepler-229 b",2014,"Transit"
"Kepler-1689 b",2020,"Transit"
"OGLE-2018-BLG-0567L b",2021,"Microlensing"
"OGLE-2019-BLG-1053L b",2021,"Microlensing"
"Kepler-29 b",2011,"Transit"
"OGLE-2019-BLG-0468L c",2022,"Microlensing"
"KMT-2021-BLG-1898L b",2022,"Microlensing"
"KMT-2024-BLG-0404L b",2025,"Microlensing"
"KMT-2019-BLG-1042L b",2022,"Microlensing"
"MOA-2016-BLG-227L b",2017,"Microlensing"
"HD 179949 b",2000,"Radial Velocity"
"Kepler-629 b",2016,"Transit"
"Kepler-1384 b",2016,"Transit"
"Kepler-847 b",2016,"Transit"
"NGTS-27 b",2024,"Transit"
"Kepler-1262 b",2016,"Transit"
"Kepler-764 b",2016,"Transit"
"Kepler-782 b",2016,"Transit"
"Kepler-824 b",2016,"Transit"
"HD 60532 b",2008,"Radial Velocity"
"HD 60532 c",2008,"Radial Velocity"
"Kepler-743 b",2016,"Transit"
"Kepler-821 b",2016,"Transit"
"TOI-4633 c",2024,"Transit"
"TOI-776 c",2020,"Transit"
"K2-19 c",2015,"Transit"
"K2-19 b",2015,"Transit"
"Kepler-749 b",2016,"Transit"
"Kepler-820 b",2016,"Transit"
"OGLE-2015-BLG-0051L b",2016,"Microlensing"
"Kepler-56 d",2016,"Radial Velocity"
"Kepler-755 b",2016,"Transit"
"Kepler-816 b",2016,"Transit"
"Kepler-791 b",2016,"Transit"
"Kepler-793 b",2016,"Transit"
"OGLE-2012-BLG-0950L b",2016,"Microlensing"
"HD 42618 b",2016,"Radial Velocity"
"Kepler-757 b",2016,"Transit"
"Kepler-759 b",2016,"Transit"
"Kepler-815 b",2016,"Transit"
"Kepler-790 b",2016,"Transit"
"Kepler-787 b",2016,"Transit"
"TYC 3667-1280-1 b",2016,"Radial Velocity"
"Kepler-26 b",2011,"Transit"
"Kepler-760 b",2016,"Transit"
"Kepler-502 b",2016,"Transit"
"Kepler-812 b",2016,"Transit"
"Kepler-811 b",2016,"Transit"
"Kepler-484 b",2016,"Transit"
"Kepler-26 c",2011,"Transit"
"Kepler-474 b",2016,"Transit"
"Kepler-768 b",2016,"Transit"
"Kepler-810 b",2016,"Transit"
"Kepler-827 b",2016,"Transit"
"Kepler-458 c",2016,"Transit"
"Kepler-307 c",2013,"Transit"
"Kepler-500 b",2016,"Transit"
"Kepler-806 b",2016,"Transit"
"Kepler-831 b",2016,"Transit"
"Kepler-779 b",2016,"Transit"
"Kepler-803 b",2016,"Transit"
"Kepler-802 b",2016,"Transit"
"Kepler-830 b",2016,"Transit"
"Kepler-829 b",2016,"Transit"
"Kepler-477 b",2016,"Transit"
"Kepler-505 b",2016,"Transit"
"Kepler-499 b",2016,"Transit"
"HD 141399 b",2014,"Radial Velocity"
"HD 141399 c",2014,"Radial Velocity"
"Kepler-745 b",2016,"Transit"
"Kepler-848 b",2016,"Transit"
"Kepler-794 b",2016,"Transit"
"Kepler-796 b",2016,"Transit"
"HD 141399 e",2014,"Radial Velocity"
"HD 108236 e",2020,"Transit"
"TOI-1233.01",2021,"Transit"
"2MASS J01033563-5515561 AB b",2013,"Imaging"
"TOI-451 b",2020,"Transit"
"Kepler-753 b",2016,"Transit"
"Kepler-752 b",2016,"Transit"
"Kepler-846 b",2016,"Transit"
"Kepler-845 b",2016,"Transit"
"Kepler-771 b",2016,"Transit"
"Kepler-773 b",2016,"Transit"
"Kepler-844 b",2016,"Transit"
"Kepler-843 b",2016,"Transit"
"TOI-663 d",2024,"Transit"
"Kepler-767 b",2016,"Transit"
"Kepler-774 b",2016,"Transit"
"Kepler-841 b",2016,"Transit"
"Kepler-842 b",2016,"Transit"
"Kepler-839 b",2016,"Transit"
"HD 133131 A b",2016,"Radial Velocity"
"Kepler-770 b",2016,"Transit"
"Kepler-769 b",2016,"Transit"
"HD 133131 B b",2016,"Radial Velocity"
"TOI-5082.01",2024,"Transit"
"Kepler-744 b",2016,"Transit"
"Kepler-765 b",2016,"Transit"
"Kepler-834 b",2016,"Transit"
"Kepler-832 b",2016,"Transit"
"TOI-4527.01",2024,"Transit"
"Kepler-912 b",2016,"Transit"
"Kepler-1017 b",2016,"Transit"
"Kepler-980 b",2016,"Transit"
"Kepler-983 b",2016,"Transit"
"Kepler-870 b",2016,"Transit"
"Kepler-869 b",2016,"Transit"
"Kepler-913 b",2016,"Transit"
"Kepler-910 b",2016,"Transit"
"Kepler-964 b",2016,"Transit"
"Kepler-866 b",2016,"Transit"
"Kepler-915 b",2016,"Transit"
"Kepler-914 b",2016,"Transit"
"Kepler-1051 b",2016,"Transit"
"Kepler-1058 b",2016,"Transit"
"Kepler-863 b",2016,"Transit"
"Kepler-923 b",2016,"Transit"
"Kepler-916 b",2016,"Transit"
"Kepler-950 b",2016,"Transit"
"Kepler-1029 b",2016,"Transit"
"Kepler-958 b",2016,"Transit"
"Kepler-861 b",2016,"Transit"
"Kepler-862 b",2016,"Transit"
"Kepler-927 b",2016,"Transit"
"Kepler-962 b",2016,"Transit"
"TOI-1855 b",2024,"Transit"
"Kepler-930 b",2016,"Transit"
"Kepler-929 b",2016,"Transit"
"Kepler-965 b",2016,"Transit"
"Kepler-979 b",2016,"Transit"
"Kepler-932 b",2016,"Transit"
"Kepler-931 b",2016,"Transit"
"Kepler-1006 b",2016,"Transit"
"Kepler-990 b",2016,"Transit"
"Kepler-892 b",2016,"Transit"
"Kepler-895 b",2016,"Transit"
"Kepler-507 b",2016,"Transit"
"Kepler-1027 b",2016,"Transit"
"Kepler-982 b",2016,"Transit"
"Kepler-897 b",2016,"Transit"
"Kepler-898 b",2016,"Transit"
"Kepler-938 b",2016,"Transit"
"Kepler-986 b",2016,"Transit"
"Kepler-978 b",2016,"Transit"
"Kepler-960 b",2016,"Transit"
"Kepler-976 b",2016,"Transit"
"Kepler-899 b",2016,"Transit"
"Kepler-1015 b",2016,"Transit"
"Kepler-1002 b",2016,"Transit"
"Kepler-889 b",2016,"Transit"
"Kepler-903 b",2016,"Transit"
"Kepler-904 b",2016,"Transit"
"Kepler-918 b",2016,"Transit"
"Kepler-920 b",2016,"Transit"
"Kepler-961 b",2016,"Transit"
"Kepler-972 b",2016,"Transit"
"Kepler-886 b",2016,"Transit"
"Kepler-885 b",2016,"Transit"
"Kepler-906 b",2016,"Transit"
"Kepler-466 c",2016,"Transit"
"Kepler-921 b",2016,"Transit"
"Kepler-943 b",2016,"Transit"
"Kepler-946 b",2016,"Transit"
"Kepler-1014 b",2016,"Transit"
"Kepler-852 b",2016,"Transit"
"Kepler-884 b",2016,"Transit"
"Kepler-529 c",2016,"Transit"
"Kepler-944 b",2016,"Transit"
"Kepler-942 b",2016,"Transit"
"Kepler-1010 b",2016,"Transit"
"Kepler-882 b",2016,"Transit"
"Kepler-255 d",2016,"Transit"
"Kepler-758 c",2016,"Transit"
"Kepler-1034 b",2016,"Transit"
"Kepler-1013 b",2016,"Transit"
"Kepler-1054 b",2016,"Transit"
"Kepler-760 c",2016,"Transit"
"Kepler-271 c",2014,"Transit"
"Kepler-967 b",2016,"Transit"
"Kepler-995 b",2016,"Transit"
"TOI-2368 b",2024,"Transit"
"Kepler-1033 b",2016,"Transit"
"Kepler-876 b",2016,"Transit"
"Kepler-875 b",2016,"Transit"
"Kepler-732 c",2016,"Transit"
"Kepler-1060 b",2016,"Transit"
"Kepler-1008 b",2016,"Transit"
"Kepler-1055 b",2016,"Transit"
"Kepler-1045 b",2016,"Transit"
"Kepler-872 b",2016,"Transit"
"Kepler-1071 b",2016,"Transit"
"Kepler-1139 b",2016,"Transit"
"Kepler-1180 b",2016,"Transit"
"Kepler-991 b",2016,"Transit"
"Kepler-1141 b",2016,"Transit"
"Kepler-1140 b",2016,"Transit"
"Kepler-1183 b",2016,"Transit"
"Kepler-1192 b",2016,"Transit"
"Kepler-1028 b",2016,"Transit"
"Kepler-1004 b",2016,"Transit"
"Kepler-1072 b",2016,"Transit"
"TOI-3919 b",2024,"Transit"
"Kepler-1065 b",2016,"Transit"
"Kepler-1077 b",2016,"Transit"
"Kepler-1194 b",2016,"Transit"
"Kepler-1197 b",2016,"Transit"
"Kepler-1146 b",2016,"Transit"
"Kepler-1144 b",2016,"Transit"
"Kepler-1079 b",2016,"Transit"
"Kepler-1066 b",2016,"Transit"
"Kepler-1198 b",2016,"Transit"
"Kepler-1199 b",2016,"Transit"
"Kepler-968 b",2016,"Transit"
"Kepler-1047 b",2016,"Transit"
"Kepler-1148 b",2016,"Transit"
"Kepler-1147 b",2016,"Transit"
"Kepler-1081 b",2016,"Transit"
"Kepler-1062 b",2016,"Transit"
"Kepler-1063 b",2016,"Transit"
"Kepler-1064 b",2016,"Transit"
"Kepler-1084 b",2016,"Transit"
"Kepler-1087 b",2016,"Transit"
"Kepler-1207 b",2016,"Transit"
"Kepler-1209 b",2016,"Transit"
"Kepler-1114 b",2016,"Transit"
"Kepler-1115 b",2016,"Transit"
"Kepler-1154 b",2016,"Transit"
"Kepler-1089 b",2016,"Transit"
"Kepler-1216 b",2016,"Transit"
"Kepler-1215 b",2016,"Transit"
"Kepler-1117 b",2016,"Transit"
"Kepler-1156 b",2016,"Transit"
"Kepler-1092 b",2016,"Transit"
"Kepler-1093 b",2016,"Transit"
"Kepler-1210 b",2016,"Transit"
"Kepler-1212 b",2016,"Transit"
"Kepler-1120 b",2016,"Transit"
"Kepler-1159 b",2016,"Transit"
"Kepler-1160 b",2016,"Transit"
"Kepler-1096 b",2016,"Transit"
"Kepler-1094 b",2016,"Transit"
"Kepler-1214 b",2016,"Transit"
"Kepler-1122 b",2016,"Transit"
"Kepler-1124 b",2016,"Transit"
"Kepler-1161 b",2016,"Transit"
"Kepler-1097 b",2016,"Transit"
"Kepler-1098 b",2016,"Transit"
"Kepler-1046 b",2016,"Transit"
"TOI-4153 b",2024,"Transit"
"Kepler-1125 b",2016,"Transit"
"Kepler-1166 b",2016,"Transit"
"Kepler-1164 b",2016,"Transit"
"Kepler-1102 b",2016,"Transit"
"Kepler-1100 b",2016,"Transit"
"Kepler-1000 b",2016,"Transit"
"Kepler-1127 b",2016,"Transit"
"Kepler-1128 b",2016,"Transit"
"Kepler-1073 b",2016,"Transit"
"Kepler-1169 b",2016,"Transit"
"Kepler-1106 b",2016,"Transit"
"Kepler-1037 b",2016,"Transit"
"Kepler-1131 b",2016,"Transit"
"Kepler-1132 b",2016,"Transit"
"Kepler-480 b",2016,"Transit"
"Kepler-1108 b",2016,"Transit"
"Kepler-1109 b",2016,"Transit"
"Kepler-994 b",2016,"Transit"
"Kepler-1133 b",2016,"Transit"
"Kepler-1172 b",2016,"Transit"
"Kepler-1173 b",2016,"Transit"
"Kepler-1111 b",2016,"Transit"
"Kepler-1049 b",2016,"Transit"
"Kepler-1135 b",2016,"Transit"
"Kepler-478 b",2016,"Transit"
"Kepler-1175 b",2016,"Transit"
"Kepler-1174 b",2016,"Transit"
"Kepler-508 b",2016,"Transit"
"Kepler-954 b",2016,"Transit"
"Kepler-1050 b",2016,"Transit"
"Kepler-1136 b",2016,"Transit"
"Kepler-1177 b",2016,"Transit"
"Kepler-1075 b",2016,"Transit"
"Kepler-1186 b",2016,"Transit"
"Kepler-1188 b",2016,"Transit"
"Kepler-1001 b",2016,"Transit"
"Kepler-1277 b",2016,"Transit"
"Kepler-1276 b",2016,"Transit"
"Kepler-1323 b",2016,"Transit"
"Kepler-1322 b",2016,"Transit"
"Kepler-1368 b",2016,"Transit"
"Kepler-1236 b",2016,"Transit"
"Kepler-1280 b",2016,"Transit"
"Kepler-1279 b",2016,"Transit"
"Kepler-1281 b",2016,"Transit"
"Kepler-1327 b",2016,"Transit"
"Kepler-1325 b",2016,"Transit"
"Kepler-1372 b",2016,"Transit"
"Kepler-1239 b",2016,"Transit"
"Kepler-1283 b",2016,"Transit"
"Kepler-1330 b",2016,"Transit"
"Kepler-1373 b",2016,"Transit"
"Kepler-1374 b",2016,"Transit"
"Kepler-1287 b",2016,"Transit"
"Kepler-1333 b",2016,"Transit"
"Kepler-1332 b",2016,"Transit"
"Kepler-528 b",2016,"Transit"
"Kepler-1376 b",2016,"Transit"
"Kepler-1289 b",2016,"Transit"
"Kepler-1335 b",2016,"Transit"
"Kepler-1334 b",2016,"Transit"
"Kepler-1377 b",2016,"Transit"
"Kepler-1378 b",2016,"Transit"
"Kepler-1247 b",2016,"Transit"
"Kepler-520 b",2016,"Transit"
"Kepler-1291 b",2016,"Transit"
"Kepler-1292 b",2016,"Transit"
"Kepler-1337 b",2016,"Transit"
"Kepler-1381 b",2016,"Transit"
"Kepler-1248 b",2016,"Transit"
"Kepler-1251 b",2016,"Transit"
"Kepler-1293 b",2016,"Transit"
"Kepler-1341 b",2016,"Transit"
"Kepler-1342 b",2016,"Transit"
"Kepler-1388 b",2016,"Transit"
"Kepler-1252 b",2016,"Transit"
"Kepler-1253 b",2016,"Transit"
"Kepler-1295 b",2016,"Transit"
"Kepler-1344 b",2016,"Transit"
"Kepler-1343 b",2016,"Transit"
"Kepler-1379 b",2016,"Transit"
"Kepler-1382 b",2016,"Transit"
"Kepler-1256 b",2016,"Transit"
"Kepler-1254 b",2016,"Transit"
"Kepler-1347 b",2016,"Transit"
"Kepler-1346 b",2016,"Transit"
"Kepler-1386 b",2016,"Transit"
"Kepler-1259 b",2016,"Transit"
"Kepler-1257 b",2016,"Transit"
"Kepler-616 c",2016,"Transit"
"Kepler-1300 b",2016,"Transit"
"Kepler-1350 b",2016,"Transit"
"Kepler-1351 b",2016,"Transit"
"Kepler-516 b",2016,"Transit"
"Kepler-1217 b",2016,"Transit"
"Kepler-1218 b",2016,"Transit"
"Kepler-1261 b",2016,"Transit"
"Kepler-1263 b",2016,"Transit"
"Kepler-1303 b",2016,"Transit"
"Kepler-1305 b",2016,"Transit"
"Kepler-521 b",2016,"Transit"
"Kepler-1219 b",2016,"Transit"
"Kepler-1220 b",2016,"Transit"
"Kepler-1264 b",2016,"Transit"
"Kepler-1265 b",2016,"Transit"
"Kepler-1223 b",2016,"Transit"
"Kepler-1224 b",2016,"Transit"
"Kepler-1268 b",2016,"Transit"
"Kepler-1266 b",2016,"Transit"
"Kepler-1309 b",2016,"Transit"
"Kepler-517 b",2016,"Transit"
"Kepler-1358 b",2016,"Transit"
"Kepler-1359 b",2016,"Transit"
"Kepler-1225 b",2016,"Transit"
"Kepler-1270 b",2016,"Transit"
"Kepler-1314 b",2016,"Transit"
"Kepler-1362 b",2016,"Transit"
"Kepler-1363 b",2016,"Transit"
"Kepler-1227 b",2016,"Transit"
"Kepler-1228 b",2016,"Transit"
"Kepler-1316 b",2016,"Transit"
"Kepler-1318 b",2016,"Transit"
"Kepler-1364 b",2016,"Transit"
"Kepler-1366 b",2016,"Transit"
"Kepler-1231 b",2016,"Transit"
"Kepler-523 b",2016,"Transit"
"Kepler-1274 b",2016,"Transit"
"Kepler-1367 b",2016,"Transit"
"Kepler-1235 b",2016,"Transit"
"Kepler-1424 b",2016,"Transit"
"Kepler-1426 b",2016,"Transit"
"Kepler-556 b",2016,"Transit"
"Kepler-1586 b",2016,"Transit"
"Kepler-770 d",2016,"Transit"
"Kepler-783 b",2016,"Transit"
"Kepler-1427 b",2016,"Transit"
"Kepler-1428 b",2016,"Transit"
"Kepler-541 b",2016,"Transit"
"Kepler-1165 b",2016,"Transit"
"Kepler-1553 b",2016,"Transit"
"Kepler-1588 b",2016,"Transit"
